2013; 5; 30; 4; 2; 13.31; -88.86| 4.1
2013; 5; 30; 8; 8; 16.92; -94.08| 4
2013; 5; 30; 9; 45; 13.19; -90.81| 4
2013; 5; 31; 8; 22; 16.81; -95.04| 4
2013; 5; 31; 18; 14; 18.17; -103.73| 4
2013; 5; 31; 23; 36; 13.69; -91.48| 4.2
2013; 6; 2; 14; 13; 17.84; -100.84| 4.6
2013; 6; 2; 16; 27; 16.04; -94.67| 4
2013; 6; 2; 16; 55; 17.85; -100.83| 4
2013; 6; 3; 3; 29; 14.36; -93.8| 4.1
2013; 6; 3; 12; 25; 19.2; -104.07| 4
2013; 6; 3; 22; 18; 17.4; -94.73| 4
2013; 6; 3; 23; 24; 13.28; -92.59| 4
2013; 6; 4; 9; 58; 14.13; -92.39| 4.2
2013; 6; 4; 16; 56; 15.59; -95.58| 4.1
2013; 6; 6; 3; 3; 16.83; -94.97| 4
2013; 6; 6; 21; 57; 17.79; -102.44| 4
2013; 6; 6; 22; 17; 30.03; -114.15| 4.7
2013; 6; 7; 13; 33; 17.24; -95.57| 4
2013; 6; 7; 16; 13; 30.02; -114.17| 4.5
2013; 6; 7; 23; 19; 14.07; -91.66| 4.1
2013; 6; 8; 1; 37; 16.39; -94.82| 4.6
2013; 6; 10; 1; 7; 14.09; -92.54| 4
2013; 6; 10; 14; 2; 16.07; -98.62| 4
2013; 6; 10; 17; 21; 17.75; -101.42| 4.2
2013; 6; 10; 17; 21; 17.76; -101.38| 4.3
2013; 6; 10; 21; 36; 16.17; -94.43| 4
2013; 6; 11; 3; 7; 16.26; -97.47| 4
2013; 6; 11; 9; 7; 24.24; -109.17| 4.3
2013; 6; 11; 10; 2; 30.02; -114.14| 4.6
2013; 6; 11; 13; 50; 30.37; -109.56| 4
2013; 6; 12; 18; 59; 13.68; -92.4| 4.1
2013; 6; 13; 9; 36; 15.34; -98.57| 4
2013; 6; 14; 12; 53; 17.8; -101.24| 4
2013; 6; 14; 14; 25; 17.44; -94.99| 4
2013; 6; 14; 16; 35; 18.03; -103.39| 4
2013; 6; 14; 23; 21; 15.05; -91.99| 4.3
2013; 6; 15; 2; 23; 21.01; -105.28| 4.2
2013; 6; 15; 9; 0; 13.75; -91.92| 4.5
2013; 6; 15; 10; 39; 27.64; -111.61| 4
2013; 6; 15; 14; 17; 15.56; -93.54| 4
2013; 6; 15; 14; 52; 13.86; -92.16| 4.1
2013; 6; 16; 0; 19; 18.04; -99.25| 5.8
2013; 6; 16; 3; 22; 13.88; -91.98| 4.1
2013; 6; 16; 4; 31; 13.87; -91.9| 4.1
2013; 6; 16; 5; 48; 18.28; -105.78| 4
2013; 6; 16; 6; 43; 16.6; -94.02| 4.2
2013; 6; 17; 5; 7; 13.28; -92.28| 4.1
2013; 6; 17; 22; 10; 15.37; -94.58| 4.1
2013; 6; 18; 0; 35; 14.52; -93.09| 4
2013; 6; 18; 8; 23; 16.09; -99| 4.6
2013; 6; 18; 14; 7; 16.01; -99.01| 4.1
2013; 6; 19; 0; 46; 15.97; -99.31| 4.1
2013; 6; 19; 4; 7; 16.1; -99.27| 4.2
2013; 6; 19; 5; 22; 16.09; -99.25| 4.1
2013; 6; 19; 6; 0; 16.02; -99.25| 4.3
2013; 6; 19; 10; 1; 16.26; -98.05| 4
2013; 6; 19; 21; 26; 16.57; -94.44| 4.1
2013; 6; 20; 3; 59; 16.14; -98.61| 4.2
2013; 6; 21; 4; 41; 18.6; -98.72| 4
2013; 6; 21; 6; 5; 13.95; -92.05| 4.1
